layer,name,address,city,state,zip,phone,website,mission_description,longitude,latitude
Historic Landmarks,George Schaffer,"Star Hotel, 10015 West River St. Truckee",,,,,,"One of Truckee’s earliest settlers, Schaffer in 1866 built the first lumber mill in the town. He freighted the locomotive 'San Mateo' to Truckee in a winter crossing of the Sierra prior to the laying of Central Pacific tracks. This building 'The Star Hotel' was built by Schaffer probably for his family. When mill operations were relocated up Martis Creek in 1871, this building was converted to a hotel and has remained in continuous operation to this day. For 24 years, the Truckee Basin supplied timber to railroads, mines and boom towns through 'Uncle George's' enterprises. Note: The Schaffer family cemetery, located at 10233 Schaffer Dr., may be visited by the public.",-120.1842,39.3272
Historic Landmarks,Old Chinese Herb Shop,"Corner of S.E. River St. and Brockway Rd., Truckee",,,,,,"Old Chinatown. Construction of the Central Pacific Railroad over Donner Summit brought thousands of Chinese laborers here in 1868. They used ‘squatter's rights' to build a ramshackle colony along the Truckee River on what is now River Avenue East. A huge fire destroyed Chinatown on May 29, 1875, but the Orientals rebuilt their community. Finally, on Nov. 18, 1878, a group of about 500 citizens, under the leadership of the Caucasian League, tore down the shanty town and ordered the 1000 or more Chinese to leave. They simply moved across the river, adjoining this former site of a Chinese herb shop, and built anew. A third fire, on Jan. 3, 1883, consumed the 'new' Chinatown and brought about the gradual end to the Chinese colony here. Bronze plaque dedicated 1980 by Chap 3691 E Clampus Vitus. Text of bronze plaque: Old Chinese Herb Shop.",-120.1828,39.3262
Historic Landmarks,Chief Truckee,"Truckee River Regional Park, Hwy. 267, 1 m. south of Truckee",,,,,,"Chief Truckee. The legendary Paiute leader; friend and guide to pioneers; breveted a 'Captain' by John C. Fremont; gave his name to this valley, river and town; died near Dayton, Nevada, in 1860.",-120.1759,39.3268
Historic Landmarks,Sierra Mountain Cemetery,"East end of E. Jibboom St, Truckee",,,,,,The Masonic and Odd Fellows lodges each established cemeteries here in 1869 or 1870 to provide a burial place for their deceased. Catholics established a cemetery to the southwest. Pioneers and prominent citizens were buried within the original cemetery grounds. The less reputable were buried outside the fences. Stories abound of the bodies placed in snowbanks or ice houses awaiting the ground thaw. The Truckee Cemetery District was formed in 1946 and received title to the land and named the cemetery in 1964. In 1954 the original site increased in size despite the best efforts of the community to prevent the townfolk from dying.,-120.1772,39.3341
Historic Landmarks,Victory Highway Monument,"Northwest corner of Spring St and Donner Pass Rd, Truckee",,,,,,"First plaque dedicated 1928. Text of plaque: Dedicated to California’s sons and daughters who served their country in the World War 1917-1918 and to the memory of those who gave the last full measure of devotion. Second plaque and monument dedicated 1998 by Truckee Town Council and California Department of Transportation: Victory Highway Monument Rededication July 24, 1998. This monument was originally sited on old Highway 40 near the California/Nevada line in 1928 and removed in the mid 1970s due to vandalism. It was one of a series of monuments placed on the 'Victory Highway' across the U.S., honoring those who died serving the United States in World War I. Donner Pass Road and part of Glenshire Drive through Truckee still follow the basic alignment of the old highway. The Town of Truckee, in cooperation with CalTrans, has rededicated this monument not only for its original purpose and the history of Old Highway 40, but also for current revitalization efforts occurring in historic downtown Truckee.",-120.187,39.3276
Historic Landmarks,Commercial Row / Brickelltown Historic District,Downtown Truckee,,,,,,"The Commercial Row/ Brickelltown Historic District lies in the center of Truckee along the tracks of the first transcontinental railroad. It includes the first built areas of Truckee. Because of fires, most of the buildings in the district range from 1870 to the 1920s. The district illustrates Truckee's relationship with the railroad and the lumber industry and Truckee's appearance more than 100-years ago. Truckee was originally called Coburn Station, and then renamed around 1868 after a Paiute chief. The District was dedicated in 2009 by the Truckee Town Council.",-120.1867,39.3276
Historic Landmarks,Lake Tahoe Railway & Transportation Company Site,"Just east of 10130 W. River St, across the railroad tracks from Amtrak station. The plaque is missing. If you have any information about its whereabouts, please contact the publisher.",,,,,,"The Lake Tahoe Railway & Transportation Company was incorporated on December 1898 by Duane Leroy Bliss. The Narrow Gauge Railroad opened for seasonal traffic on May 1, 1900. The line ran from the Southern Pacific Depot in Truckee, 15 miles south to the shores of Lake Tahoe. Tahoe City hosted the railroad’s shops. The Tahoe Tavern hotel and pier where the train met the Bliss steamer - Tahoe. Southern Pacific Purchased the line and converted it to standard gauge in 1926. Passenger Service operated until abandonment in November 1943.",-120.1855,39.3272
Historic Landmarks,Stampede Circle of Stones,"10600 Brockway Rd, northeast corner of Truckee River Regional Park, Truckee",,,,,,"The Stampede Circle of Stones is the oldest manmade structure in the Truckee region-at least 500 years old. Built by the Washoe or their predecessors, the Martis people, the Circle's original home was in Stampede Valley, about 10 miles northeast of here. In 1969 it was moved to this location shortly before the construction of the Stampede Dam flooded the valley. Archaeological digging on the original site indicates it may have been used as an antelope corral.",-120.1733,39.3285
Historic Landmarks,Boca Dam - Newlands Reclamation Project,"East end of Boca Dam, Stampede Road 1 m. north of I-80, about 5 m. east of Truckee",,,,,,"Designated a National Historic Landmark 1981: Boca Dam 1937-1940. United States Department of the Interior, Harold L. Ickes, Secretary; Bureau of Reclamation, John C. Page, Commissioner; R. F. Walter, Chief Engineer; L. J. Foster and C. S. Hale, Construction Engineers. Height 116 feet, Length 1629 feet, Storage capacity 40,901 acre-feet. Contractor, George W. Condon Co. Note: Originally called the Truckee-Carson Project, the Newlands Project covers a large area in western Nevada and a smaller area of Truckee-Tahoe area. One of five authorized by the Federal Reclamation Act of 1902, to reclaim arid lands for agricultural purposes. Renamed in 1919 in honor of U.S. Senator Francis G. Newlands of Nevada, water from natural flow and storage in Lake Tahoe and Boca Reservoir is diverted from Truckee River into the 32.5-mile Truckee Canal and then discharged into the Carson River.",-120.0924,39.3913
Historic Landmarks,Boca Brewery,"East end of Boca Dam, 1 m. north of 1-80 on Stampede Rd, about 5 m. east of Truckee",,,,,,"Boca. Noted as a railroad, ice and lumbering center since 1867 but most fondly remembered and hereby honored as home of the Boca Brewery which was located 1/2 mile south of this point across the Truckee River. Boca Lager Beer was world famous and mercifully slaked the thirst of a grateful mankind. Second plaque placed 2001 by Chap 3691 E Clampus Vitus: Boca Beer. Warranted to keep in any weather.",-120.0924,39.3913
Historic Landmarks,Boca Ice Harvest Site,"Stampede Rd, 2 m. north of 1-80, 5 m. east of Truckee",,,,,,From 1868 to 1927 huge quantities of ice were harvested from the Truckee Basin. This provided employment and significantly contributed to the area’s economic growth and its colorful history. Boca Pond was one of the first to be used to harvest ice and ship it across the nation. It was one of the last of the ice plants to survive competition from artificial ice companies.,-120.0881,39.3972
Historic Landmarks,Clinton Narrow Gauge Railroad,"Southeast corner of Hirschdale Rd, and Juniper Way, about 5 m. east of Truckee and 1 m. south of I-80",,,,,,"First steam railroad logging operation in the Truckee River Basin. Commenced operation in the late 1870’s under the supervision of Fred Burckhalter, head of the Pacific Lumber and Wood Co. Line extended 10 miles along Juniper Creek with hope of eventual service to Lake Tahoe. Line abandoned in 1901 after several conflagrations at the PL&W Co. mill in Clinton.",-120.0769,39.368
Historic Landmarks,Floriston (Bronco Site),Eastbound Floriston offramp on I-80 east of Truckee,,,,,,"Established in 1872 as Bronco, this railroad wood stop became a noted ice and lumber center and was renamed in 1891. The Floriston Pulp and Paper Company built the present town after 1899 and operated one of the worldÍs largest pulp mills through 1930. Its paper products and ice helped California’s agricultural industry feed the hungry of the world. Note: Drive through culvert tunnel to get to town, which still has the feel of a company town.",-120.024,39.3951
Performance Spaces in Nevada County California,Art Truckee,10072 Donner Pass Rd,Truckee,CA,96161,530-587-8460,http://www.arttruckee.com/ ,"Art Gallery, Performance and Event Venue, Wine Bar",-120.18508885156,39.3279409576623
Performance Spaces in Nevada County California,Center for the Arts,314 West Main St,Grass Valley,CA,95945,530-274-8384,https://thecenterforthearts.org/ ,"The Center for the Arts is a cultural and educational organization that promotes and presents the literary, visual, and performing arts for the enrichment of our community. ",-121.064319948491,39.2191954540849
Performance Spaces in Nevada County California,Community Arts Center,10046 Church St,Truckee,CA,96161,530-582-7720,http://www.tdrpd.org/facilities/community-arts-center.html ,"Our auditorium at the CAC is well-equipped for your next public or private event. Features include a large stage, theatrical lighting, and live audio production equipment. You can also project films or other media content to a full-size cinema screen, the only one in Truckee!",-120.18319888244,39.329078783185
Performance Spaces in Nevada County California,Del Oro Theater,165 Mill St,Grass Valley,CA,95945,530-477-9000,http://sierratheaters.com/ ,"Sierra Theaters is a locally owned, family business that operates Sierra Cinemas, The Del Oro Theatre, Sutton Cinemas, and The Nevada Theatre Film Series. Each theatre features comfortable seats, friendly staff, and state-of-the-art projection and sound. The popcorn is delicious, too! ",-121.063000142778,39.2176437165155
Performance Spaces in Nevada County California,Don Baggett Theater,11761 Ridge Rd,Grass Valley,CA,95945,530-273-3351,http://nevadaunion.njuhsd.com/index.html ,,-121.054559878693,39.2415447848791
Performance Spaces in Nevada County California,Elixart Herbal Lounge & Gallery,408 Broad St,Nevada City,CA,95959,530-265-1901,http://www.elixart.com/ ,"Elixart is an herbal elixir lounge and visionary art gallery offering the highest integrity and highest vibration ingredients throughout our menu of mood-enhancing elixir drinks, kava, tea, and other exotics; raw food, and premium organic products. ",-121.019945841452,39.2629399720906
Performance Spaces in Nevada County California,Foothills Event Center,400 Idaho Maryland Rd,Grass Valley,CA,95945,530-271-1000,https://foothillsevents.com/ ,"The Foothills Event Center offers elegant gathering spaces, along with a wide array of specialized services and onsite rentals to create a memorable event for your guests. Our experienced staff is eager to work closely with you to ensure your vision is brought to life for the perfect celebration, right down to the fine details. ",-121.048298278007,39.2235809123232
Performance Spaces in Nevada County California,Grass Valley Veterans Memorial Hall,255 South Auburn St,Grass Valley,CA,95945,530-274-8384,https://www.mynevadacounty.com/830/Grass-Valley-Veterans-Memorial-Building ,"This treasured historic venue is the meeting and special events facility for veterans groups including the American Legion Post No.130, Disabled American Veterans, Marine Corps League, and the Vietnam Veterans. As a service to the community this facility is available to rent year around. This multipurpose venue was renovated in 2008 to provide modern comfort while preserving its historic character.",-121.061578246227,39.2143112542126
Performance Spaces in Nevada County California,Lucchesi Vineyards & Winery,19698 View Forever Ln,Grass Valley,CA,95945,530-273-1596,http://lucchesivineyards.com ,,-121.024528671434,39.165361697056
Performance Spaces in Nevada County California,McIver Arena,10695 Brockway Rd.,Truckee,CA,96160,775-393-9467 ,http://www.tdrpd.org/facilities/rodeo-grounds.html ,The McIver Rodeo Arena hosts the annual Truckee Rodeo featuring the Truckee Donner Horsemen. It is also available to rent for a variety of horse-friendly uses.,-120.173045213106,39.3261357041696
Performance Spaces in Nevada County California,Miners Foundry Cultural Center,325 Spring St,Nevada City,CA,95959,530-265-5040,https://minersfoundry.org/ ,"The Miners Foundry Cultural Center is a living historic treasure serving Nevada County as a cultural arts and community events center.  More than a venue, the nonprofit's mission is to preserve, enhance and utilize the historic Miners Foundry for cultural, educational and social activities in Nevada County. ",-121.020170216356,39.2622780825725
Performance Spaces in Nevada County California,Nevada County Fairgrounds,11128 McCourtney Rd,Grass Valley,CA,95945,530-273-6217,http://nevadacountyfair.com/ ,"Located in Grass Valley, California, the Nevada County Fairgrounds has been declared as  California's Most Beautiful Fairgrounds, and is covered with hundreds of towering pine trees on almost 90 acres. It is home to the annual Nevada County Fair, the Draft Horse Classic, the Country Christmas Faire, world-class music festivals, and year-round community events. There is also a year-round RV Park, Lions Lake, rental facilities, weekly events, weddings, some of our community's largest outdoor events, and lots of areas to walk.",-121.074520085879,39.2078984858311
Performance Spaces in Nevada County California,Nevada Theatre,401 Broad St,Nevada City,CA,95959,530-265-6161,http://www.nevadatheatre.com,"The Nevada Theatre is the oldest existing theatre building on the west coast that continues to operate as a theatre. We are now celebrating 152 years of history, live performances, music, movies and art in Nevada County. ",-121.020046658478,39.2629079767554
Performance Spaces in Nevada County California,North Columbia Schoolhouse Cultural Center,17894 Tyler Foote Rd,Nevada City,CA,95959,530-265-2826,http://www.northcolumbiaschoolhouse.org/ ,"The North Columbia Schoolhouse Cultural Center gives the rural San Juan Ridge community a local place to meet, to share its creativity, and to participate in a wide variety of enriching activities. Located 20 miles north of Nevada City, the Schoolhouse was built by the mining community in 1875, and has a long tradition of serving the community as a school and public meeting hall. ",-120.990969613866,39.3712402413085
Performance Spaces in Nevada County California,North Star House,12075 Auburn Rd,Grass Valley,CA,95945,530-477-7126,https://thenorthstarhouse.org/ ,"The North Star House is a 10,000 square foot mansion, built in the California Craftsman style in 1905.  The North Star House is listed on the National and State Registers of Historic Places. It is located on a portion of the former North Star Mine, a 14-acre site of spectacular Gold Country landscapes. The North Star House is owned, operated and being lovingly restored by the North Star Historic Conservancy, a 501(c)(3) nonprofit organization. ",-121.077866607654,39.1965236628209
Performance Spaces in Nevada County California,Off Broadstreet Theatre,305 Commercial St,Nevada City,CA,95959,530-265-8686,http://www.offbroadstreet.com/ ,"We produce only comedies, and most of these are musicals, with a slant toward familiar hit songs of the 1950's and 60's. Intimate cabaret seating and a relaxed and friendly atmosphere add to the uniqueness of the experience.  Also, we provide a modestly priced selection of refreshments, including locally produced wines, desserts, coffee and other beverages, served at your table before the show and during intermission.",-121.018656507491,39.2630884161498
Performance Spaces in Nevada County California,Off Center Stage,315 Richardson St,Grass Valley,CA,95945,530-274-8384,https://thecenterforthearts.org/grass-valley-arts-center/#venue-information ,Our professionally equipped studio theater located at the back of our building at 315 Richardson Street offers an intimate space suitable for a wide variety of performances and events.,-121.063878675362,39.2199627978853
Performance Spaces in Nevada County California,Pioneer Park Bandshell,421 Nimrod St,Nevada City,CA,95959,530-265-9496,https://www.nevadacityca.gov/facilityview.aspx?fid=43&catid=564 ,"The Bandshell is designed for acoustic music and is therefore a nice location for an event offered by a concert band or small music event. Amplified music is discouraged at this location. The Bandshell is also a nice location for a family & friends gathering. Power, water and private bathrooms are available at this location. ",-121.012456750422,39.2591615295895
Performance Spaces in Nevada County California,The Onyx Theater,107 Argall Way,Nevada City,CA,95945,530-205-8913,http://theonyxtheatre.com ,"The Onyx Theatre is dedicated to bringing the very best in independent, foreign language, and documentary film to our region. We make a conscious commitment to screen works from underrepresented communities and alternative perspectives; fostering understanding and the creative spirit. ",-121.023882366825,39.2525665358985
Performance Spaces in Nevada County California,Salty Gebhardt Amphitheater -Truckee River Park, 10046 Church St,Truckee,CA,96161,530-582-7720,http://www.tdrpd.org/parks/regional-park/358-amphitheater.html,"Set near the Truckee River, just across the Legacy Trail, lies The Salty Gebhart Amphitheater. An outdoor entertainment venue with comfortable lawn seating overlooks a generous stage for all sorts of performances. It's also the home of our annual Wednesday Summer Music Series! Popular uses include weddings, concerts, and plays. ",-120.18319888244,39.329078783185
Performance Spaces in Nevada County California,Shady Creek Events Center,18601 Pathfinder Way,Nevada City,CA,95959,530-822-2470,http://www.shadycreek.org/ ,Shady Creek Outdoor School and Conference Center is a 132-acre property located in the Sierra Nevada Foothills just outside of Nevada City in California's Gold Country. ,-121.092709224956,39.3322260290809
Performance Spaces in Nevada County California,Sierra Cinemas, 840-C E. Main St,Grass Valley,CA,95945,530-477-1100,http://sierratheaters.com/ ,"Sierra Theaters is a locally owned, family business that operates Sierra Cinemas, The Del Oro Theatre, Sutton Cinemas, and The Nevada Theatre Film Series. Each theatre features comfortable seats, friendly staff, and state-of-the-art projection and sound. The popcorn is delicious, too! ",-121.052878392382,39.2270829630927
Performance Spaces in Nevada County California,Sierra Theaters,399 Sutton Way,Grass Valley,CA,95945,530-477-1100,http://sierratheaters.com/ ,"Sierra Theaters is a locally owned, family business that operates Sierra Cinemas, The Del Oro Theatre, Sutton Cinemas, and The Nevada Theatre Film Series. Each theatre features comfortable seats, friendly staff, and state-of-the-art projection and sound.æ The popcorn is delicious, too! ",-121.03573617509,39.2313326683152
Performance Spaces in Nevada County California,The Village Cinemas,3001 Northstar Dr.,Truckee,CA,96161,530-265-2496,http://www.bloomhufftheatresinc.com/theatres/,,-120.122094680907,39.2761734861521
Performance Spaces in Nevada County California,Truckee Community Theater,"11260 Donner Pass Rd, Ste C-1",Truckee,CA,96161,530-214-8348,http://truckeecommunitytheater.com ,"The mission of Truckee Community Theater is to create opportunities for community participation in theatrical offerings of the highest possible quality presented to audiences at affordable prices. We are dedicated to providing theatrical training to residents of all ages through plays, workshops, camps, and classes, to offer arts education that promotes life long learning, to collaborate with other local arts organizations, and to celebrate the power of theater to illuminate our common humanity. ",-120.207330128288,39.3261094775178
Performance Spaces in Nevada County California,Word after Word Books,10118 Donner Pass Rd. Ste 2,Truckee,CA,96161,530-536-5099,https://www.wordafterwordbooks.com/ ,"Word After Word Books is a welcoming space for the community and visitors to connect around books. We carry titles by local authors, regional and history books about the area, and books and magazines pertaining to the outdoor lifestyle in our community. We also have the latest bestsellers and favorite staff picks. There is a section for children and young adults, the Kids & Teens Corner, with comfy beanbag chairs. The Word After Word Team hosts author events, writing workshops, book clubs, and story times. ",-120.186329301,39.3276095710194
Preservation and Cultural Organizations,Bear Yuba Land Trust,12183 Auburn Rd,Grass Valley,CA,95945,530-272-5994,https://www.bylt.org/ ,"Bear Yuba Land Trust is a private, non profit, membership supported organization that works to promote voluntary conservation of the region’s natural, historical and agricultural legacy. The Land Trust provides a lasting community heritage by protecting and enhancing meadows, watersheds, forests, farms and ranches, trails and parks.  BYLT exists to create a balance between nature and the needs of people like you who make a life and a livelihood here.  Our mission is to enrich your deep community connection with the land  today, tomorrow, and forever.",-121.078026637132,39.1947798751837
Preservation and Cultural Organizations,C A T T Community Project ,12313 Soaring Way,Truckee,CA,96161,530-550-9999,http://www.ca-tt.com/catt-community-project ,"CATT Community Project is a 501c(3) non profit, charitable organization established in October 1999 as a sponsored arm of the Contractors Association of Truckee Tahoe. CATT Community Project is governed by a 10 member Board of Directors which meets monthly. CATT Community Project provides design and construction assistance to other non profits and governmental agencies as a way of giving back to the community.",-120.147341469048,39.31703997959
Preservation and Cultural Organizations,City of Grass Valley Historical Commission,125 East Main St,Grass Valley,CA,95945,530-274-4330,http://www.cityofgrassvalley.com/government/historical-commission ,It is the intent of the City to encourage the preservation of the City's historical and architecturally significant resources by the formation of a Historical Commission which has the duty and function to identify and designate historical properties within the City and to honor those property owners who have maintained or restored these historical properties. ,-121.06152443265,39.2192279913293
Preservation and Cultural Organizations,Daughters of the American Revolution – Capt. John Oldham Chapter,10052 Stone Arch Dr,Grass Valley,CA,95949,,https://grassvalley.californiadar.org/ ,"The DAR, founded in 1890 and headquartered in Washington, DC is a non profit, non-political, volunteer women's service organization dedicated to promoting patriotism, preserving American history, and securing America's future through better education for children.",-121.063487578532,39.1547352769962
Preservation and Cultural Organizations,Donner Summit Historical Society,21501 Donner Pass Rd,Soda Springs,CA,95724,530-426-3376,http://www.donnersummithistoricalsociety.org/ ,Donner Summit Historical Society is dedicated to telling the story of the most important historical square mile in California and maybe the entire Western U.S. We operate a museum on the Summit as well as the 20 Mile Museum along Old Highway 40.,-120.379377180099,39.3234946458331
Preservation and Cultural Organizations,Empire Mine Park Association,10787 East Empire St,Grass Valley,CA,95945,530-274-2675,https://www.empiremine.org/ ,"Empire Mine Park Association (EMPA) is dedicated to maintaining the history, beauty and worldwide appeal of Empire Mine State Historic Park.   Founded in 1976, our goal is to make each visit authentic, safe and memorable.   We’re a 501(c)(3) non profit organization, and we provide the Park with vital financial support to continue its legacy of gold, grit, and glory.",-121.045619616814,39.2076028060304
Preservation and Cultural Organizations,Gold Country Celtic Society,17010 Alexandra Way,Grass Valley,CA,95949,530-478-5616,http://nevadacountycelticclub.org ,"The Gold Country Celtic Society was organized to celebrate the culture of these proud people, many of whom, especially the Cornish and Welsh, worked the hard rock mines and made our Nevada City Grass Valley area famous. The Society wishes to perpetuate Celtic traditions of music, dance,language, and costume.",-121.059147847039,39.1160704503492
Preservation and Cultural Organizations,Historic Mount St. Mary’s Preservation Committee,410 South Church St,Grass Valley,CA,95945,530-272-4725,http://www.saintjosephsculturalcenter.org ,St. Joseph's Cultural Center is a nonprofit organization dedicated to preserving a historic landmark for cultural activities in the community. It is owned and operated by the Historic Mount. St. Mary's Preservation committee. ,-121.067514720561,39.214380749346
Preservation and Cultural Organizations,Mountain Area Preservation Foundation,10116 Jibboom St,Truckee,CA,96160,530-582-6751,http://mapf.org/ ,To preserve the Truckee Tahoe region’s mountain character and natural environment for present and future generations. ,-120.186225438685,39.3282551099159
Preservation and Cultural Organizations,Nevada Cemetery District,10523 Willow Valley Rd,Nevada City,CA,95959,530-265-3461,http://www.nevadacemeterydistrict.com ,"The Nevada Cemetery District is an independent special district charged with providing respectful and cost effective interment services appropriate for the diversity of local conditions and circumstances. It is responsible for the improvement, expansion and operation of public cemeteries in Western Nevada County, including historic cemeteries established by fraternal, pioneer, religious, social and other organizations ",-121.00512709688,39.2679116688509
Preservation and Cultural Organizations,Nevada City Rancheria of the Nisenan Tribe,128 East Main St,Grass Valley,CA,95945,530-570-0846,http://www.nevadacityrancheria.org/ ,The Nevada City Rancheria was created from an executive order by President Woodrow Wilson in 1913 from a land allotment obtained by Chief Charlie Cully in 1887. Cully's land on Cement Hill became Federal Trust Land and the Tribal government became a federally recognized entity. The Nevada City Rancheria was one of 48 Rancherias illegally terminated in the 1950s and 1960s by the California Rancheria Termination Acts. Most have been restored; the Nevada City Nisenan Rancheria has not. Yet.,-121.060959264775,39.2194220487596
Preservation and Cultural Organizations,Nevada County Cultural Preservation Trust,325 Spring St,Nevada City,CA,95959,530-265-5040,www.minersfoundry.org,"The Miners Foundry Cultural Center is a living historic treasure serving Nevada County as a cultural arts and community events center. More than a venue, the nonprofit’s mission is to preserve, enhance and utilize the historic Miners Foundry for cultural, educational and social activities in Nevada County. It is a symbol of California’s rich historical heritage, providing an educational and social bridge from our past to the present and future. ",-121.020170216356,39.2622780825725
Preservation and Cultural Organizations,Nevada County Gem & Mineral Society,11363 Grange Ct,Grass Valley,CA,95945,530-305-9212,www.ncgms.org,"The Nevada County Gem and Mineral Society is a non-profit organization that has the following objectives:  To promote the study of mineralogy, geology, and fossils.  To encourage the collection of minerals and gems. To foster the study and practice of the lapidary arts.  To provide field trips to mineral localities.  To promote good fellowship, education and recreation. ",-121.053086644322,39.1958629114227
Preservation and Cultural Organizations,Nevada County Historical Society ,161 Nevada City Hwy,Nevada City,CA,95945,530-264-7569,https://www.nevadacountyhistory.org/   ,"The Nevada County Historical Society had its beginning in the fall of 1944 after being inspired by Dr. Robert E. Burns, President of the College of the Pacific. The objective of the new organization was to preserve every source of Nevada County history. Monthly programs were planned to entertain and educate members, and the committee chairmen and groups formed the foundation of the society by collecting, displaying, and preserving the memorabilia of the county.",-121.028295535593,39.2484158195012
Preservation and Cultural Organizations,Nevada Theatre Commission,401 Broad St,Nevada City,CA,95959,530-265-6161,www.nevadatheatre.com,The Nevada Theatre Commission is a group of volunteers who are dedicated to making sure the Nevada Theatre continues to be available and usable to our community for years to come.  The Nevada Theatre is owned and maintained by the the Commission which is a non profit 501(c)(3) organization.,-121.020046658478,39.2629079767554
Preservation and Cultural Organizations,Ngakmang Foundation,10954 Wahoo Ln,Nevada City,CA,95959,415-991-1008,https://ngakmang.org/ ,"To preserve the spiritual, medical, and cultural traditions of the Himalayan and Tibetan region. ",-121.120264898074,39.2422136339805
Preservation and Cultural Organizations,North Star Historic Conservancy,12075 Auburn Rd,Grass Valley,CA,95945,530-477-7126,https://thenorthstarhouse.org/ ,"The Conservancy is working to re establish the unique, historic North Star House and grounds into a premier cultural event center. It is committed to maintaining the property for the public by promoting tours, events educational activities and the arts.",-121.077866607654,39.1965236628209
Preservation and Cultural Organizations,South Yuba River Citizens League ,313 Railroad Ave,Nevada City,CA,95959,530-265-5961 x-202,https://yubariver.org/ ,"SYRCL unites the community to protect and restore the Yuba River. Motivated by our love for this watershed, we advocate powerfully, engage in active stewardship, educate the public, and inspire activism from the Sierra to the sea. ",-121.017766939103,39.2589109843326
Preservation and Cultural Organizations,The Sierra Fund ,103 Providence Mine Rd No 101,Nevada City,CA,95959,530-265-8454 x-211,https://www.sierrafund.org/ ,The Sierra Fund’s mission is to restore ecosystem and community resiliency in the Sierra Nevada.,-121.027975357161,39.2494620889615
Preservation and Cultural Organizations,Truckee Donner Historical Society,10115 Donner Trail Rd,Truckee,CA,96160,530-582-0893,https://www.truckeehistory.org ,"Truckee Donner Historical Society was founded July 24, 1968 to preserve the history of the Truckee Donner area. Besides maintaining the historic Joseph Research Cabin (the Gateway Cabin), the Society is also responsible for operating the Old Jail Museum which was built in 1875.  The Society maintains the Community Memorial Garden including the Memorial Arch behind the Old Jail Museum, the Donner  Cross, and Schaffer Cemetery.",-120.214631990651,39.3270444242711
Preservation and Cultural Organizations,Truckee Donner Horsemen,10695 Brockway Rd,Truckee,CA,96160,530-277-9062,http://www.tdhorsemen.org/ ,"Truckee Donner Horsemen is a non-profit organization of people who love horses. We are based in Truckee, CA in the high Sierra mountains. Our Mission is to Promote Horsemanship and Preserve the  McIver Arena",-120.173045213106,39.3261357041696
Preservation and Cultural Organizations,Truckee Donner Railroad Society,10075 Donner Pass Rd,Truckee,CA,96160,530-550-1233,http://www.truckeedonnerrailroadsociety.com/ ,The mission of the Truckee Donner Railroad Society is to perpetuate the study and advancement of knowledge of working railroads in the Truckee Donner area with the goal of building a railroad museum to preserve and share what we have learned. ,-120.185943293126,39.3276216243761
Preservation and Cultural Organizations,California Heritage Indigenous Research Project,128 East Main St,Grass Valley,CA,95945,530-570-0846,http://www.chirpca.org,"CALIFORNIA HERITAGE: INDIGENOUS RESEARCH PROJECT (CHIRP) was created to research, document, preserve, and protect California Indigenous Nisenan culture. CHIRP continues to support the Nisenan in their quest to reestablish themselves as the Indigenous people in the foothills where their families have resided for thousands of years. CHIRP's area of influence is mainly the counties of Sierra, Yuba, Sutter, Nevada, Placer and Butte.",-121.060959264775,39.2194220487596
Preservation and Cultural Organizations,Famous Marching Presidents Inc.,132 Main St,Nevada City,CA,95959,530-470-6050,http://famousmarchingpresidents.org,The Famous Marching Presidents organization honors the U.S. Constitution in the involvement of the Nevada City Constitution Day Parade and other related public celebrations.,-121.017171559987,39.2630851993748
Public Art Inventory,Sculpture - Western Gateway Park, 18560 Penn Valley Dr.,Penn Valley,CA,95946,,,,-121.192161383074,39.2013064093612
Public Art Inventory,Paintings at Penn Valley Chamber of Commerce,17422 Penn Valley Dr.,Penn Valley,CA,95946,,,Three paintings by local artist Curre hang at the Chamber.,-121.176667830348,39.1974450683836
Public Art Inventory,Roundabout sculpture and dry stack wall,East Main St. and Idaho Maryland,Grass Valley,CA,95949,,,"Artist: Kurt Steger (sculpture), Kris Behr (wall)",-121.053667500375,39.2219190000204
Public Art Inventory,Roundabout by Sierra College,Sierra College Dr. and Litton Dr.,Grass Valley,CA,95945,,,Artist: John Mowen  ,-121.052106000239,39.2344335000294
Public Art Inventory,Mural,101 Mill St.,Grass Valley,CA,95945,,,"Artist:  Justin Lovato, partnered with The Chambers Project. 20 x 80 ft.",-121.062911111648,39.2190361186638
Public Art Inventory,"""New Dawn"" Mural",105 S Church St.,Grass Valley,CA,95945,,,Artist: Miles Toland. For Suicide awareness.,-121.06366352975,39.2189868199211
Public Art Inventory,"""The Curious Salmon Bike Rackдуќ",231 Colfax Ave,Grass Valley,CA,95945,,,"Made and installed by Curious Forge. Description: Custom built bike rack in the shape of 5 salmon arching out of the pavement. Evolution:  Amy and Chamba Cooke (owners's Summer Thyme's) approached Liam Ellerby at the Curious Forge with the idea of a bike rack as an art piece. The piece intends to raise awareness of the salmon in our watershed, foster bicycle use as green transportation, and encourage the enjoyment of art as practical and useful. ",-121.058112656353,39.215891557756
Public Art Inventory,Metal Flower sculpture at Briar Patch,290 Sierra College Dr.,Grass Valley,CA,95945,,,Artist: Sally Peterson,-121.052596562131,39.2352467555936
Public Art Inventory,Metal Flower sculpture at As-If Studios,940 Idaho Maryland Rd.,Grass Valley,CA,95945,,,Artist: Sally Peterson,-121.037704029941,39.2242324279019
Public Art Inventory,Miner statue -- Nevada Union High School,11761 Ridge Rd.,Grass Valley,CA,95945,,,Miner statue.,-121.054559878693,39.2415447848791
